FirmName, Analyst F Name, Analyst L Name
"GMP Securities Ltd.","Ryan","Savage"
"First Global Stockbroking Ltd.","Antony","Pradheep"
"Fox-Pitt Kelton","Ivy","De Dianous"
"FIG Partners, LLC","Veny","Aleksandrov"
"Pritchard Capital Partners, LLC","Veny","Aleksandrov"
"J.P. Morgan","Manish","Jain"
"SG Securities","Nicolas","Ceron"
"IIIR GROUP","Prashant","Gattani"
"IIIR GROUP","Dewanshi","Doshi"
"Howard Weil Inc.","Joseph","Bachmann"
"IIIR GROUP","Mayur","Agarwal"
"Goldman Sachs","Monica","Gabel"
"Gabelli & Company","Robert","Haley"
"Robert W. Baird & Co., Inc.","Ben","Kallo"
"Stanford Group Company","Benjamin","Kallo"
"First Global Stockbroking Ltd.","Ritesh","Doshi"
"HSBC","Elaine","Lam"
"Merrill Lynch","Nathaniel","Schindler"
"BMO Capital Markets","Stephen","Macleod"
"Capstone Investments","Adam","Adelman"
"Goldman Sachs","Anton","Farlenkov"
"Thinkequity Llc","Rajesh","Ghai"
"IIIR GROUP","Akhil","Nair"
"Mirae Asset Securities","Ricky","Ng"
"IIIR GROUP","Poonam","Jindal"
"Canaccord Adams","Keith","Carpenter"
"Canaccord Genuity","Keith","Carpenter"
"BofA Merrill Lynch","Krish","Sankar"
"Gabelli & Company","Justyn","Putnam"
"GMP Securities Ltd.","Martin","Landry"
"Gabelli & Company","Jeff","Jonas"
"Euro Pacific Capital","Heiko","Ihle"
"Gabelli & Company","Heiko","Ihle"
"Gabelli & Company","Sarah","Donnelly"
"Goldman Sachs","Benjamin","Rowbotham"
"Deutsche Bank Securities","Paul","Trussell"
"Gabelli & Company","Anthony","Sotirhos"
"Gabelli & Company","Kevin","Kedra"
"Gabelli & Company","James","Foung"
"Gabelli & Company","Phan","Le"
"Keybanc Capital Markets","Brandon","Ferro"
"Simmons & Company International","John","Daniel"
"Gabelli & Company","Antony","Fritz"
"Simmons & Company International","Mark","Thomas"
"Gabelli & Company","Amit","Kapoor"
"Gabelli & Company","Amitabh","Kapoor"
"Wells Fargo Securities, Llc","Jess","Lubert"
"Gabelli & Company","Denny","Galindo"
"Longbow Research","Mark","Douglass"
"Deutsche Bank Securities","Ryan","Todd"
"Lazard Capital Markets","Fritz","Gallagher"
"ABG Sundal Collier","Marius","Magelie"
"Longbow Research","Atin","Agrawal"
"Canaccord Genuity","Steve","Toth"
"Macquarie Research Equities","Arturo","Vernon"
"William Blair & Company, L.L.C.","Jonathan","Ho"
"Credit Suisse","Zoltan","Palfi"
"Howard Weil Inc.","Blake","Fernandez"
"UBS","Robert","Carroll"
"Stephens Inc.","Carter","Malloy"
"BofA Merrill Lynch","Shaojing","Tong"
"Howe Barnes Hoefer & Arnett Inc.","Mary","Quinn"
"Credit Suisse","Edward","Kelly"
"Macquarie Research Equities","Sameer","Rathod"
"Credit Suisse","Alex","Terentiew"
"Raymond James","Alex","Terentiew"
"Credit Suisse","Colin","Moore"
"Sterne, Agee & Leach","Chase","Jacobson"
"William Blair & Company, L.L.C.","Chase","Jacobson"
"Handelsbanken Capital Markets","Daniel","Ravik"
"Macquarie Research Equities","Brad","Zelnick"
"Goldman Sachs","Lindsay","Drucker Mann"
"Goldman Sachs","Lindsay","Mann"
"Fox-Pitt Kelton","Bill","Carcache"
"Nomura","Bill","Carcache"
"Numis Securities","Andy","Davidson"
"Wachovia Capital Markets, Llc","Greg","Bolan"
"Citi","Jasmine","Bai"
"FBR Capital Markets & Co.","Marc","De Croisset"
"Macquarie Research Equities","Marc","De Croisset"
"HSBC","Lena","Thakkar"
"Stifel Nicolaus & Company, Inc.","Hunter","Keay"
"Wolfe Trahan & Co.","Hunter","Keay"
"DBS Vickers","Danielle","Wang"
"Collins Stewart & Co.","Darren","Greenfield"
"Fox-Pitt Kelton","Jonathan","Elmi"
"Macquarie Research Equities","Jonathan","Elmi"
"RBC Capital Markets","Andrew","Calder"
"Citi","Chun Keong","Tan"
"Keefe, Bruyette & Woods","Sandra","Osborne"
"Renaissance Capital","Dragan","Trajkov"
"American Technology Research","Will","Gabrielski"
"Lazard Capital Markets","Will","Gabrielski"
"Stifel Nicolaus & Company, Inc.","Brian","Zabora"
"Stifel Nicolaus & Company,Inc.","Brian","Zabora"
"Hapoalim Securities USA Inc","Gordon","Johnson"
"BofA Merrill Lynch","Fernando","Ferreira"
"Wedbush Morgan Securities Inc.","Camilo","Lyon"
"BMO Capital Markets","Johannes","Faul"
"CJS Securities","Torin","Eastburn"
"Merriman Curhan Ford & Co.","Joe","Pantginis"
"Roth Capital Partners LLC","Joseph","Pantginis"
"Robert W. Baird & Co., Inc.","Daniel","Leben"
"Craig-Hallum Capital","Mitchell","Barlett"
"Atlantic Equities","Victoria","Collin"
"American Technology Research","Herb","Weiss"
"Goldman Sachs","Michael","Nannizzi"
"Oppenheimer & Co.","Michael","Nannizzi"
"Keybanc Capital Markets","Brad","Ludington"
"HSBC","Alok","Katre"
"21St Century Equity Research","Mark","Zinski"
"Credit Suisse","Peter","Stabler"
"BMO Capital Markets","Joel","Jackson"
"Macquarie Research Equities","Steven","Song"
"Credit Suisse","Thilo","Wrede"
"Kim Eng Securities","Jacqueline","Ko"
"Avian Securities Llc","Matthew","Thornton"
"Gabelli & Company","Brett","Harriss"
"Deutsche Bank Securities","Adrienne","Colby"
"Goldman Sachs","Melissa","Kuang"
"Noble - Clear Capital","Iain","Staples"
"BAS-ML","Rick","Patel"
"BofA Merrill Lynch","Rick","Patel"
"Thinkequity Llc","Sameer","Harish"
"CIBC World Markets","Jeremy","Kaliel"
"Natixis Bleichroeder","Ashim","Anand"
"I.B.I","Guil","Bashan"
"Gabelli & Company","Brian","Sponheimer"
"Clarus Securities","Nana","Sangmuah"
"Wedbush Securities Inc.","Duane","Nash"
"BMO Capital Markets","Meredith","Bandy"
"FBR Capital Markets & Co.","Gabe","Poggi"
"BAS-ML","Vincent","Zahn"
"Credit Suisse","Saul","Hadassin"
"Pareto Securities AS","Steffen","Rodsjo"
"Nordea Markets","Jorgen Andreas","Lande"
"McNicoll, Lewis, & Vlak","Imaru","Casanova"
"Macquarie Research Equities","Leon","Knight"
"Evercore Partners","Paul","Sarran"
"Paradigm Capital Inc.","Jon","Case"
"Morgan Stanley","Philip","Wan"
"Barclays","Jp","Davids"
"BofA Merrill Lynch","William","Hardcastle"
"Roth Capital Partners LLC","Matthew","Pommer"
"Goldman Sachs","David","Feinberg"
"Barrington Research","Alek","Gasiel"
"BGB Securities, Inc.","Sam","Yake"
"Goldman Sachs","Joshua","Pollard"
"Itau Bba","Giovana","Araujo"
"Nomura","Jason","Adams"
"CRT Capital Group","Kirk","Ludtke"
"CRT Capital Group","Robert","Goodman"
"Goldman Sachs","Noah","Poponak"
"Goldman Sachs","Michael","Cerasoli"
"Goldman Sachs","Theodore","Durbin"
"Stifel Nicolaus & Company,Inc.","Dilip","Warrier"
"MKM Partners LLC","Tero","Kuittinen"
"Keybanc Capital Markets","Akshay","Jagdale"
"Keefe, Bruyette & Woods","Brady","Gailey"
"Longbow Research","Luke","Folta"
"JMP Securities","Jeannette","Daroosh"
"Sandler O'Neill & Partners L.P.","Casey","Orr"
"Guggenheim Securities LLC","Marty","Mosby"
"CJS Securities","Lee","Jagoda"
"ACI Research","Edward","Zabitsky"
"Wall Street Strategies","Brian","Sozzi"
"JPMorgan","Sofya","Tsinis"
"Barclays","Darrin","Peller"
"Griffin Securities, Inc.","Morris","Ajzenman"
"Wall Street Strategies","Lili","Zhang"
"Virtua Research","Snehal","Puranik"
"Virtua Research","Sharmila","Joshi"
"Virtua Research","Sarfraj","Dalwai"
"BB&T Capital Markets","Adam","Thalhimer"
"Virtua Research","Jagruti","Damle"
"Standard Chartered Bank","Charles","Yan"
"Virtua Research","Anupama","Koul"
"Keefe, Bruyette & Woods","Ryan","Krueger"
"Goldman Sachs","Robert","Jones"
"Virtua Research","Vikas","Purswani"
"Pareto Securities AS","Martin","Korsvold"
"Susquehanna Financial Group","Jeffrey","Fidacaro"
"J.P. Morgan","Lev","Polinsky"
"Stonecap Securities Inc.","C Scott","Rattee"
"Roth Capital Partners LLC","Brian","Kremer"
"Summer Street Research","Ling","Wang"
"CIBC World Markets","Brian","Quast"
"Janney Capital Markets","Ryan","Maclean"
"Northcoast Res","David","Keiser"
"Deutsche Bank Securities","Patrick","Nolan"
"Exane BNP Paribas","Alexandre","Faure"
"Scotia Capital","Indi","Gopinathan"
"CCB International Sec Ltd","Xin","Zhao"
"HSBC","Jean","Kaplan"
"Macquarie Research Equities","Jeffrey","Gao"
"Singular Research","William","Jones"
"Dnb Markets","David","Aubert"
"FBR Capital Markets & Co.","Bob","Ramsey"
"BofA Merrill Lynch","Sumant","Kulkarni"
"William Blair & Company, L.L.C.","Samuel","Eisner"
"Raymond James","Luc","Mageau"
"Sandler O'Neill & Partners L.P.","Alexander","Twerdahl"
"BofA Merrill Lynch","Michael","Roxland"
"Cowen And Company","Josh","Jennings"
"Dowling & Partners Securities, LLC","Kyle","Labarre"
"Morgan Stanley","Evan","Calio"
"Suntrust Robinson Humphrey","Jason","Wangler"
"Wunderlich Securities, Inc.","Jason","Wangler"
"Keybanc Capital Markets","Todd","Thomas"
"Janney Capital Markets","Daniel","Donlan"
"Janney Montgomery Scott LLC","Daniel","Donlan"
"Pacific Crest Securities","Li-Wen","Zhang"
"Sinopac Sec Investment Service","Chen","Yili"
"BB&T Capital Markets","Garrett","Nelson"
"Mizuho Securities Asia Limited","Alan","Jin"
"Credit Suisse","Michael","Zaremski"
"JPMorgan","Jeremy","Tonet"
"Orion Securities","Ana","Solovjova"
"Terra Markets AS","Egle","Domataite"
"JPMorgan","Daniel","Morris"
"Phillip Securities (Hk) Ltd","Zhang","Jing"
"Credit Suisse","Richard","Garchitorena"
"ABG Sundal Collier","Oyvind","Hagen"
"Standard & Poors","Bret","Howlett"
"Stephens Inc.","Eric","Hollowaty"
"BofA Merrill Lynch","M Patrick","Davitt"
"Citi","Philip","Watkins"
"Canaccord Genuity","Ritu","Baral"
"BofA Merrill Lynch","Nicholas","Thomas"
"RBC Capital Markets","Patrick","Morton"
"WBB Securities, LLC","Larry","Jindra"
"BofA Merrill Lynch","John","Lovallo"
"Avondale Partners LLC","Ted","Grace"
"Guotai Junan (Hk) Research","Ray","Zhao"
"Credit Suisse","Elaine","Yip"
"Carnegie Investment Bank Ab","Christian","Rom"
"Citi","Will","Randow"
"Scotiabank GBM","Mark","Neville"
"BofA Merrill Lynch","Ryan","Oksenhendler"
"BofA Merrill Lynch","Mike","Parkin"
"Citi","Richard","Yeh"
"Deutsche Bank Securities","Dan","Galves"
"Oppenheimer & Co.","Boris","Peaker"
"Morgan Stanley","Cheryl","Pate"
"Oppenheimer & Co.","Ingrid","Yin"
"JPMorgan","Scott","Hansen"
"Sberbank Investment Research","Alex","Fak"
"FirstEnergy Capital","Michael","Dunn"
"Goldman Sachs","Brian","Karimzad"
"Keefe, Bruyette & Woods","Benjamin","Yang"
"Keefe, Bruyette & Woods Asia","Benjamin","Yang"
"Jefferies & Co.","Taposh","Bari"
"Citi","Juan","Tavarez"
"Piper Jaffray","Ahmar","Zaman"
"Credit Suisse","Tom","Roller"
"Macquarie Research Equities","Sean","Dargan"
"Craig-Hallum Capital","Charles","Haff"
"Dougherty & Company LLC","Charles","Haff"
"Dougherty & Company LLC","Charlie","Anderson"
"Goldman Sachs","Gregory","Waterman"
"Pareto Securities AS","Erik Stromso","Thomassen"
"Barclays Capital","Farooq","Hamed"
"Guggenheim Securities LLC","Shing","Yin"
"Capstone Investments","Jonathan","Kees"
"Longbow Research","Arun","Viswanathan"
"Susquehanna Financial Group","Arun","Viswanathan"
"Oppenheimer & Co.","Andy","Yeung"
"Morningstar, Inc.","Stephen","Ellis"
"Pareto Securities AS","Eirik Vegem","Dahle"
"Keybanc Capital Markets","Matt","Tucker"
"VTB Capital","Olga","Danilenko"
"Oppenheimer & Co.","Ella","Ji"
"KD Banka d.d.","Simon","Krajnc"
"Otkritie","Tatyana","Kalachova"
"RBC Capital Markets","Nelson","Ng"
"Wells Fargo Securities, Llc","Christopher","Harris"
"Avian Securities Llc","Andrew","Abrams"
"JPMorgan","Chapman","Deng"
"Octagon Capital Corporation","Annie","Zhang"
"JPMorgan","Christopher","Pasquale"
"JPMorgan","Kimberly","Gailun"
"Stifel Nicolaus & Company,Inc.","Patrick","Newton"
"UBS","Alex","Kramm"
"Morningstar, Inc.","Allan","Nichols"
"Auriga USA","Michael","Callahan"
"Topeka Capital Markets","Michael","Callahan"
"Morningstar, Inc.","Mark","Barnett"
"Morningstar, Inc.","Basili","Alukos"
"Sunwah Kingsway","Johnny","Lau"
"Craig-Hallum Capital","Mike","Malouf"
"Robert W. Baird & Co., Inc.","Michael","Halloran"
"Scotia Capital","Leily","Omoumi"
"Scotiabank GBM","Leily","Omoumi"
"Keybanc Capital Markets","Craig","Mailman"
"Macquarie Research Equities","Darren","Wang"
"CIMB Research","Tan Teng","Yee"
"Arctic Securities","Christian","Yggeseth"
"Morningstar, Inc.","Erin","Lash"
"Imperial Capital, LLC","Matthew","Farwell"
"Morningstar, Inc.","Eric","Landry"
"RS Platou Markets","Geir","Sandnes"
"Morningstar, Inc.","Karen","Andersen"
"Morningstar, Inc.","Alex","Morozov"
"Morningstar, Inc.","Andy","Ng"
"Morningstar, Inc.","Greggory","Warren"
"Morningstar, Inc.","Debbie","Wang"
"Citi","Leo","Kulp"
"Morningstar, Inc.","Joscelyn","Mackay"
"ORD Minnett","Peter","Arden"
"Jefferies & Co.","Emlen","Harmon"
"Citi","Garen","Sarafian"
"Brean Murray, Carret & Co.","Fawne","Jiang"
"Morningstar, Inc.","Avi","Feinberg"
"Keybanc Capital Markets","David","Deckelbaum"
"Cormark Securities Inc.","James","Morrison"
"Morningstar, Inc.","Zoe","Tan"
"Sandler O'Neill & Partners L.P.","Michael","Sarcone"
"Wedbush Securities Inc.","Sarah","James"
"Jefferies & Co.","Casey","Haire"
"Cantor Fitzgerald","Sung Ji","Nam"
"Morningstar, Inc.","Rick","Tauber"
"SG Securities","Adrien","De-Suzanne-Depinay"
"Keefe, Bruyette & Woods","Jade","Rahmani"
"JPMorgan","Saket","Kalia"
"RBC Capital Markets","Dan","Macdonald"
"JPMorgan","Puneet","Jain"
"Auriga USA","Difei","Yang"
"Goldman Sachs","Yipeng","Yang"
"Janney Capital Markets","John","San Marco"
"Deutsche Bank Securities","Lauren","Duke"
"Stephens Inc.","Neal","Waggoner"
"Susquehanna Financial Group","Yinan","Zhao"
"Credit Suisse","Michael","Faerm"
"Citi","Susan","Anderson"
"Imperial Capital, LLC","David","Harris"
"Stifel Nicolaus & Company,Inc.","Joshua","Barber"
"RS Platou Markets","Carl Christian","Bachke"
"Rodman & Renshaw Llc","Chad","Mabry"
"Howard Weil Inc.","Jonathan","Donnel"
"Visor Capital","Zhanar","Nazkhanova"
"Morgan Stanley","Joseph","Parkhill"
"TD Newcrest","Scott","Treadwell"
"JG Capital","Jeff","Gaggin"
"Morningstar, Inc.","Min","Tang-Varner"
"Morningstar, Inc.","Patrick","Dunn"
"Morningstar, Inc.","Michael","Waterhouse"
"Salman Partners Inc.","Ike","Kaja"
"Piper Jaffray","Mark","Zgutowicz"
"Petercam","Alan","Vandenberghe"
"Leerink Swann Llc","David","Larsen"
"HSBC","Lina","Yan"
"JPMorgan","Elsa","Yang"
"National Bank Financial","Matthew","Taylor"
"Citi","Grace","Lam"
"Global Hunter Securities, LLC","John","Malone"
"Ticonderoga Securities","John","Malone"
"Jefferies & Co.","Philip","Ng"
"Pareto Securities AS","Wilhelm","Gedde-Dahl"
"Leerink Swann Llc","Richard","Newitter"
"ICBC International Res Ltd.","Philip","Tse"
"Morningstar, Inc.","Mark","Hanson"
"Jefferies & Co.","Brian","Tanquilut"
"Avian Securities Llc","Blaine","Carroll"
"Berenberg Bank","Barry","Zeitoune"
"BB&T Capital Markets","Neal","Deaton"
"William Blair & Company, L.L.C.","Liping","Cai"
"Credit Suisse","Samantha","Carleton"
"Lazard Capital Markets","Colleen","Lang"
"UBS","Darren","Cohen"
"CRT Capital Group","Lance","Vitanza"
"William Blair & Company, L.L.C.","Matthew","O'Brien"
"Guotai Junan (Hk) Research","Dundas","Deng"
"Leerink Swann Llc","Danielle","Antalffy"
"Citi","James","Samford"
"Tudor Pickering & Co. Sec","John","Lawrence"
"Credit Suisse","Allison","Landry"
"Stonecap Securities Inc.","Christos","Doulis"
"Cowen And Company","Ziad","Bakri"
"Keefe, Bruyette & Woods","John","Barber"
"RBC Capital Markets","Ryan","Vineyard"
"Canaccord Genuity","Rahul","Paul"
"Danske Markets","Debasish","Sahabanik"
"Goldman Sachs","Geydar","Mamedov"
"BofA Merrill Lynch","Ivan","Karachinsky"
"Macquarie Research Equities","Steve","Zhang"
"BofA Merrill Lynch","Aleksey","Yefremov"
"BofA Merrill Lynch","Jana","Galan"
"Morningstar, Inc.","Joung","Park"
"JPMorgan","James","Omstrom"
"Goldman Sachs","Eli","Hackel"
"JPMorgan","Venk","Nathamuni"
"SWS Res Co., Ltd. Chin Lang S","Joyce","Jia"
"Macquarie Research Equities","Ray","Iardella"
"BofA Merrill Lynch","Chao","Wang"
"Vertical Research Partners","James","Armstrong"
"Compass Point","Mike","Turner"
"Compass Point","Chris","Gamaitoni"
"National Bank Financial","Shane","Nagle"
"Goldman Sachs","Adam","Samuelson"
"Goldman Sachs","Aditya","Oberoi"
"Capstone Investments","Rory","Maher"
"Hudson Square Research","Rory","Maher"
"RS Platou Markets","Orner","Thomas"
"China International Capital Corporation","Stephen Yu","Zhang"
"China International Capital Corporation","Stephen","Zhang"
"Keefe, Bruyette & Woods","Arran","Jacobson"
"Barclays","Matthew","Taylor"
"Barclays Capital","Matthew","Taylor"
"Dahlman Rose & Co.","Doug","Garber"
"Otkritie","Alexander","Vengranovich"
"Rafferty Capital Markets","Mark","Kaufman"
"First Securities Asa","Erik","Jensen"
"Jefferies & Co.","Sundeep","Bajikar"
"Exane BNP Paribas","William","Packer"
"Dowling & Partners Securities, LLC","Michael","Fentin"
"Robert W. Baird & Co., Inc.","Hsulin","Peng"
"Stephens Inc.","Brad","Delco"
"Barclays","Sule","Sauvigne"
"Barclays Capital","Sule","Sauvigne"
"Goldman Sachs","Mark","Walker"
"Raymond James","Martin","Tapia"
"Dougherty & Company LLC","Andrea","James"
"Janney Capital Markets","Suzanne","Hannigan"
"Kaufman Bros.","Sachin","Jain"
"Deutsche Bank Securities","Vivian","Hao"
"Compass Point","Michael","Tarkan"
"Cowen And Company","Anant","Padmanabhan"
"Goldman Sachs","Mark-Andre","Saucier-Nadeau"
"B. Riley & Company, Inc.","Jimmy","Baker"
"Global Hunter Securities, LLC","Jodi","Dai"
"Natixis Securities","Alain","Parent"
"Noble Financial Capital Mkts","Nathan","Cali"
"Ticonderoga Securities","Warren","Gardiner"
"Keybanc Capital Markets","Rodny","Nacier"
"Credit Suisse","Sheila","Kahyaoglu"
"Auriga USA","Gary","Albanese"
"Goldman Sachs","Conor","Fennerty"
"Raymond James","William","Wallace"
"First Global Stockbroking Ltd.","Ishansh","Vij"
"Credit Suisse","Lee","Kalowski"
"Morningstar, Inc.","Michael","Keara"
"Octagon Capital Corporation","Nav","Malik"
"Imperial Capital, LLC","Randy","Laufman"
"Miller Tabak & Co., Llc","Hairong","Zhang"
"Morgan Stanley","Nicole","Deblase"
"Lazard Capital Markets","Jennifer","Davis"
"Citi","Wenge","Yang"
"Goldman Sachs","Ryan M","Nash"
"RBC Capital Markets","John","Ragozzino"
"Capital One Southcoast, Inc.","Brian","Velie"
"BofA Merrill Lynch","Scott","Weber"
"BofA Merrill Lynch","Kelly","Bania"
"Citi","Ravi","Sarathy"
"Jih Sun Securities Co., Ltd","Wen Wen","Wang"
"Tudor Pickering & Co. Sec","Bradley","Olsen"
"Gabelli & Company","Joseph","Gabelli"
"Hilliard Lyons","Stephen","Turner"
"Robert W. Baird & Co., Inc.","William","Harrison"
"JPMorgan","Doug","Anmuth"
"IDMSA","Jakub","Viscardi"
"Oppenheimer & Co.","Andrew","Uerkwitz"
"Goldman Sachs","Brian","Maguire"
"Leerink Swann Llc","Jonathan","Eckard"
"The Benchmark Company","James","Dobson"
"Cormark Securities Inc.","Graeme","Jennings"
"Morgan Stanley","Thomas","Allen"
"JPMorgan","Erik","Bass"
"Macquarie Research Equities","Campbell","Anthony"
"Pareto Securities AS","Jonas","Advocaat Kraft"
"Morningstar, Inc.","Erin","Davis"
"C.K. Cooper & Company","Frank","Saldana"
"JPMorgan","Caio","Carvalhal"
"Piper Jaffray","Sean","Naughton"
"Noble Financial Capital Mkts","Christopher","Ferris"
"Thinkequity Llc","Mani","Mohindru"
"Pritchard Capital Partners, LLC","John","Abbott"
"Raymond James","Alex","Morris"
"Sterne, Agee & Leach","Jason","Weaver"
"Raymond James","Nicholas","Jansen"
"Canaccord Genuity","Dmitry","Kalachev"
"First Securities Asa","Henrik","Madsen"
"Avian Securities Llc","Mark","Bachman"
"Wedbush Securities Inc.","John","Garrett"
"Barclays","Scott","Gaffner"
"Fondsfinans Asa","Yngve","Sandanger"
"BofA Merrill Lynch","Andy","Zhao"
"CLSA","Dawei","Feng"
"Lazard Capital Markets","Diana","Katz"
"Oppenheimer & Co.","Ingrid","Yin"
"Barclays Capital","Jacob","Gamerman"
"Stephens Inc.","Zach","Larkin"
"FBR Capital Markets & Co.","Mitesh","Thakkar"
"Morningstar, Inc.","Gaston","Ceron"
"Leerink Swann Llc","Jason","Gerberry"
"Raymond James","Kevin","Cabla"
"Wells Fargo Securities, Llc","Gordon","Douthat"
"Citi","Neil","Doshi"
"Raymond James","Brian","Vaccaro"
"Avondale Partners LLC","Anand","Vankawala"
"Morgan Stanley","Andrew","Schenker"
"Oppenheimer & Co.","Daniel","Katzenberg"
"Canaccord Genuity","Marcus","Talbert"
"Janco Partners, Inc.","Tim","Hamby"
"Credit Suisse","Julie","Yates"
"Morningstar, Inc.","Jaime","Katz"
"Johnson Rice & Company","Georg","Venturatos"
"Morningstar, Inc.","Liang","Feng"
"Stifel Nicolaus & Company,Inc.","James","Albertine"
"Standard Chartered Bank","Hans","Fan"
"Credit Agricole Securities","Nils-Bertil","Wallin"
"Deutsche Bank Securities","Alessandro","Baldoni"
"Lazard Capital Markets","Edward","Parker"
"Credit Agricole Securities","Jonathan","Palmer"
"Oppenheimer & Co.","David","Ferreiro"
"DBS Vickers","Andy","Yee"
"Raymond James","Bethany","Caster"
"Mirae Asset Securities","Nancy","Yang"
"Stifel Nicolaus & Company,Inc.","Stanley","Elliott"
"Stephens Inc.","Jack","Atkins"
"IBERIA Capital Partners","Zach","Mabile"
"Peters & Co. Limited","Cindy","Mah"
"Peters & Co. Limited","Tyler","Reardon"
"Raymond James","Emiliano","Wachs"
"Goldman Sachs","Afua","Ahwoi"
"CJS Securities","Andrew","Gadlin"
"Morningstar, Inc.","Carr","Lanphier"
"Sterne, Agee & Leach","Charles","Warren"
"Macquarie Research Equities","David","Ng"
"BTIG","Mark","Palmer"
"Goldman Sachs","Mark","Delaney"
"Cantor Fitzgerald","Jeremy","Feffer"
"SG Securities","Jaimin","Patel"
"FIG Partners, LLC","Brett","Villaume"
"Raymond James","Kyle","Oliver"
"Susquehanna Financial Group","Bascome","Majors"
"Pacific Crest Securities","Monika","Garg"
"William Blair & Company, L.L.C.","Dmitry","Netis"
"Howard Weil Inc.","Blaise","Angelico"
"Credit Agricole Securities","Michael","Lavery"
"Jefferies & Co.","Ramsey","El-Assal"
"Argus Research Company","Nathaniel","Gabriel"
"JPMorgan","Christopher","Turnure"
"Wells Fargo Securities, Llc","Sarah","Akers"
"Morningstar, Inc.","Andrew","Lange"
"SeeThruEquity LLC","Amit","Tandon"
"Deutsche Bank Securities","Curt","Launer"
"Mcnicoll, Lewis, & Vlak","Rick","Trotman"
"RBC Capital Markets","Paul","Treiber"
"Barclays","Kannan","Venkateshwar"
"Mcnicoll, Lewis, & Vlak","Ed","Arce"
"Barclays","Brandon","Oglenski"
"Capital One Southcoast, Inc.","Eliot","Javanmardi"
"Fraser Mackenzie Ltd.","Mona","Nazir"
"Credit Suisse","Brett","Reilly"
"C.K. Cooper & Company","Bhakti","Pavani"
"Canaccord Genuity","Thomas","Eagan"
"Barclays","Brian","Zarahn"
"Wedbush Securities Inc.","Akiva","Felt"
"CJS Securities","Jonathan","Tanwanteng"
"Tudor Pickering & Co. Sec","George","O'Leary"
"Stifel Nicolaus & Company,Inc.","Travis","Lan"
"Suntrust Robinson Humphrey","James","Kawai"
"Tudor Pickering & Co. Sec","Rhett","Carter"
"BofA Merrill Lynch","Derek","Walker"
"SG Securities","Bob","Parija"
"Gabelli & Company","Tony","Bancroft"
"CIBC World Markets","David","Galison"
"Capstone Investments","Raghav","Nayar"
"JPMorgan","Anupam","Rama"
"Singular Research","Keith","Maher"
"BofA Merrill Lynch","Paul","Alexander"
"Exane BNP Paribas","Anne","Cameron"
"Simmons & Company International","Josh","Jayne"
"Raymond James","Krisztina","Katai"
"Simmons & Company International","Travis","Bartlett"
"Raymond James","Nicholas","Jansen"
"SeeThruEquity LLC","Ajay","Tandon"
"Suntrust Robinson Humphrey","Christine","Rapalje"
"Simmons & Company International","Adam","Lawlis"
"Susquehanna Financial Group","Meghna","Ladha"
"GMP Securities Ltd.","Deepak","Kaushal"
"Credit Suisse","Alban","Gashi"
"RBC Capital Markets","Michael","Carroll"
"Compass Point","Kevin","Barker"
"BofA Merrill Lynch","David","Paz"
"Wells Fargo Securities, Llc","Praneeth","Satish"
"Deutsche Bank Securities","Rohini","Nair"
"China International Capital Corporation","Martin","Bao"
"Daiwa","Kahori","Tamada"
"Avondale Partners LLC","Randle","Reece"
"RBC Capital Markets","Justin","Sander"
"BofA Merrill Lynch","Aashish","Rao"
"Goldman Sachs","Matthew","Rand"
"CIBC World Markets","Todd","Coupland"
"Scotia Capital","James","David"
"Goldman Sachs","Sergei","Arsenyev"
"Wunderlich Securities, Inc.","James","Dobson"
"Cathay Financial Inc.","Susan","Donofrio"
"Credit Suisse","Brian","Dutton"
"UBS","Paul","Galloway"
"Collins Stewart Llc","Thomas","Eagan"
"Oppenheimer & Co.","Thomas","Eagan"
"Citi","Timothy","Arcuri"
"Citigroup","Timothy","Arcuri"
"Goldman Sachs","Maria","Karahalis"
"Friedman, Billings, Ramsey & Co.","Ned","Armstrong"
"Deutsche Bank Securities","Marc","Falcone"
"UBS","Robin","Farley"
"UBS","William","Featherston"
"Goldman Sachs","Margaret","Mager"
"Evolution Securities","Stephen","Malcolm"
"UBS","Colette","Fleming"
"UBS","Adam","Frisch"
"Goldman Sachs","Richard","Ramsden"
"Wells Fargo Securities, Llc","Anthony","Gallo"
"Raymond James","Ted","Gardner"
"UBS","Ricky","Goldwasser"
"Goldman Sachs","Mike","Warren"
"Citi","Simon","Weeden"
"UBS","Joseph","Wolf"
"Deutsche Bank Securities","Marc","Greenberg"
"SG Securities","Anne","Critchlow"
"Jefferies & Co.","Iain","Reid"
"UBS","Andrew","Snowdowne"
"Deutsche Bank Securities","Michael","Urban"
"BB&T Capital Markets","John","Barnes"
"RBC Capital Markets","John","Barnes"
"Jefferies & Co.","Milan","Radia"
"Cheuvreux","Peter-Kurt","Nielsen"
"Macquarie Research Equities","Guy","Peddy"
"Scotia Capital","Jeff","Fan"
"Scotiabank GBM","Jeff","Fan"
"UBS","Jeffrey","Fan"
"First Analysis Corp.","Allan","Cohen"
"Capital One Southcoast, Inc.","Martin","Malloy"
"Hibernia Southcoast Capital, Inc.","Martin","Malloy"
"Johnson Rice & Company","Martin","Malloy"
"JMP Securities","Anthony","Ostrea"
"Stifel Nicolaus & Company,Inc.","Annabel","Samimy"
"UBS","Annabel","Samimy"
