FirmName, Analyst F Name, Analyst L Name
"Merrill Lynch","Steve","Sakwa"
"UBS","John","Hodulik"
"Nomura","Colin","Tennant"
"Nomura International Plc","Colin","Tennant"
"Bear Stearns","Amy","Young"
"UBS","Thomas","Thornhill"
"UBS","Rick","Paterson"
"Stifel Nicolaus & Company, Inc.","Richard","Jaffe"
"Stifel Nicolaus & Company,Inc.","Richard","Jaffe"
"Gilford Securities, Inc.","Nimal","Vallipuram"
"Hapoalim Securities USA, Inc.","Nimal","Vallipuram"
"UBS","Benner","Ulrich"
"BMO Capital Markets","Fadi","Chamoun"
"UBS","Fadi","Chamoun"
"Tudor Pickering & Co. Sec","Anish","Kapadia"
"Merrill Lynch","Michael","Jungling"
"Piper Jaffray","William","Zinsmeister"
"ABN Amro","Thomas","Deitz"
"Banc Of America Securities","Alain","Karaoglan"
"Deutsche Bank Securities","Alain","Karaoglan"
"Goldman Sachs","Peter","Mallin Jones"
"UBS","Max","Warburton"
"Deutsche Bank Securities","Eric","Katzman"
"Arete Research","Dan","Gardiner"
"Dundee Securities Corporation","Richard","Kelertas"
"Deutsche Bank Securities","Peter","Rose"
"UBS","Eric","Wasserstrom"
"Sprott Securities Ltd.","Aleem","Israel"
"Deutsche Bank Securities","Michael","Baker"
"Goldman Sachs","Christopher","Agnew"
"MKM Partners LLC","Christopher","Agnew"
"Craig-Hallum Capital","J.","Van Rhee"
"Craig-Hallum Captial","J.","Van Rhee"
"Craig-Hallum Capital","Jeff","Van Rhee"
"Craig-Hallum Captial","Jeff","Van Rhee"
"Prudential","Mark","Rowen"
"Wachovia Securities","John","Rouleau"
"Zacks Investment Research","Eric","Rothmann"
"Credit Suisse","Susan","Katzke"
"Credit Suisse First Boston","Susan","Katzke"
"Stifel Nicolaus & Company, Inc.","Matthew","Roswell"
"Thinkequity Partners","Eric","Ross"
"Tier1Research.com","Gregory","Zwakman"
"Stifel Nicolaus & Company,Inc.","Michael","Zuk"
"Fox-Pitt  Kelton","Jason","Zucker"
"Fox-Pitt Kelton","Jason","Zucker"
"J.P. Morgan","Pablo","Zuanic"
"Jennings Capital Inc","Cynthia","Rose-Martel"
"Calyon Securities (USA) Inc.","Smedes","Rose"
"Keefe, Bruyette & Woods","Smedes","Rose"
"TD Newcrest","Nick","Rontogiannis"
"Macquarie Research Equities","Alan","Zimmermann"
"Citi","Michael","Rollins"
"Citigroup","Michael","Rollins"
"Natexis Bleichroeder","David","Zimbalist"
"RBC Capital Markets","Jordan","Rohan"
"Thomas Weisel Partners","Jordan","Rohan"
"D. A. Davidson & Co.","John","Rogers"
"Blue Water Capital Markets Llc","Frederick","Ziegel"
"Mackinac Research Llc","Frederick","Ziegel"
"Soleil-Mackinac Research LLC","Frederick","Ziegel"
"Goldman Sachs","Joan","Zief"
"Scotia Capital","Anthony","Zicha"
"Scotiabank GBM","Anthony","Zicha"
"Roe Equity Research, LLC","Kevin","Roe"
"Ferris, Baker Watts, Inc.","Matthew","Robison"
"Pacific Growth Equities","Matthew","Robison"
"Wunderlich Securities, Inc.","Matthew","Robison"
"The Robins Group","Mark","Robins"
"Barclays Capital","Jeffrey","Robertson"
"Credit Suisse","Ivy","Zelman"
"Credit Suisse First Boston","Ivy","Zelman"
"Zelman & Associates","Ivy","Zelman"
"J.P. Morgan","Jeffrey","Zekauskas"
"JPMorgan","Jeffrey","Zekauskas"
"Pi Financial Corp.","Eric","Zaunscherb"
"Raymond James","Eric","Zaunscherb"
"Longbow Research","Joshua","Zaret"
"Pi Financial Corp.","Jason","Zandberg"
"Hilliard Lyons","John","Roberts"
"CIBC World Markets","Don","Roberts"
"Oppenheimer & Co.","Ian","Zaffino"
"Sanders Morris Harris","David","Yuschak"
"SMH Capital","David","Yuschak"
"Credit Suisse","William","Young"
"Citigroup","Leone","Young"
"Ekn, Inc.","Jim","Yin"
"Citi","Glen","Yeung"
"Citigroup","Glen","Yeung"
"Kim Eng Securities","Gregory","Yap"
"Fox-Pitt  Kelton","Bill","Yankus"
"Fox-Pitt Kelton","Bill","Yankus"
"BofA Merrill Lynch","Gil","Yang"
"Citigroup","Gil","Yang"
"American Technology Research","Shaw","Wu"
"Kaufman Bros.","Shaw","Wu"
"GC Research Ltd.","David","Wu"
"Global Crown Capital","David","Wu"
"BMO Capital Markets","David","Wright"
"BMO Capital Markets-Canada","David","Wright"
"BMO Nesbitt Burns","David","Wright"
"BMO Capital Markets","Mike","Worms"
"BMO Capital Markets-US","Mike","Worms"
"Harris Nesbitt","Mike","Worms"
"BofA Merrill Lynch","Jessica","Reif Cohen"
"Merrill Lynch","Jessica","Reif-Cohen"
"Morgan Stanley","Heidi","Wood"
"Wachovia Capital Markets, Llc","Carl","Reichardt"
"Wachovia Securities","Carl","Reichardt"
"J.P. Morgan","Michael","Rehaut"
"JPMorgan","Michael","Rehaut"
"Ryan Beck & Co.","Jacqueline","Reeves"
"Desjardins Securities","John","Redstone"
"Bear Stearns","Christopher","Recouso"
"Kaufman Bros.","Manuel","Recarey"
"Robert W. Baird & Co., Inc.","Reik","Read"
"Natexis Bleichroeder","Roger","Read"
"Natixis Bleichroeder","Roger","Read"
"Wells Fargo Securities, Llc","Roger","Read"
"Susquehanna Financial Group","Marianne","Wolk"
"U. S. Financial","Theodore","Wolff"
"Davenport & Co. Of Virginia, Inc.","Joel","Ray"
"Davenport & Company Llc","Joel","Ray"
"Panmure Gordon & Co. Limited","Andrew","Saunders"
"Citigroup","David","Raso"
"ISI Group","David","Raso"
"Piper Jaffray","Safa","Rashtchy"
"Merrill Lynch","Heather","Wolf"
"FBR Capital Markets & Co.","Rehan","Rashid"
"Friedman, Billings, Ramsey & Co.","Rehan","Rashid"
"Needham & Company","Charles","Wolf"
"BB&T Capital Markets","Andrew","Wolf"
"Merriman Curhan Ford & Co.","Eric","Wold"
"Raymond James","John","Ransom"
"Dowling & Partners Securities, LLC","Gary","Ransom"
"Fox-Pitt  Kelton","Gary","Ransom"
"Fox-Pitt Kelton","Gary","Ransom"
"BofA Merrill Lynch","Kash","Rangan"
"Merrill Lynch","Kash","Rangan"
"Morgan, Keegan & Company, Inc.","Brent","Rakers"
"Wunderlich Securities, Inc.","Brent","Rakers"
"Caris & Company","Le Anne","Zhao"
"BMO Capital Markets","Jason","Zhang"
"Prudential","Jason","Zhang"
"Canaccord Adams","Wendell","Zerb"
"Canaccord Genuity","Wendell","Zerb"
"Citi","Ravi","Sarathy"
"William Blair & Company, L.L.C.","Sharon","Zackfia"
"DBS Vickers","Ben","Santoso"
"Raymond James","Chris","Quilty"
"Daiwa","Chris","Sanda"
"Stephens Inc.","Timothy","Quillin"
"Citi","Thomas","Wrigglesworth"
"Citigroup","Thomas","Wrigglesworth"
"Global Crown Capital","Martin","Pyykkonen"
"Janco Partners, Inc.","Martin","Pyykkonen"
"Capstone Investments","John","Putnam"
"Dawson James Securities","John","Putnam"
"Raymond James","Paul","Puryear"
"Thinkequity Partners","S.","Pulvirent"
"Thinkequity Partners","Stuart","Pulvirent"
"Sandler O'Neill & Partners L.P.","Kenneth","Puglisi"
"Canaccord Adams","Eric","Prouty"
"CIBC World Markets","Kathleen","Wong"
"BMO Capital Markets","Claude","Proulx"
"BMO Capital Markets-Canada","Claude","Proulx"
"Goldman Sachs","Robert","Koort"
"Gmp Securities Ltd.","Anoop","Prihar"
"Citigroup","Yaron","Werber"
"UBS","Ronald","Barone"
"Barrington Research","Gary","Prestopino"
"Cowen & Co.","Thomas","Watts"
"Cowen And Company","Thomas","Watts"
"Raymond James","Richard","Prentiss"
"Canaccord Adams","Dennis","Wassung"
"Avondale Partners LLC","Denise","Warren"
"Dutton Associates","William","Prather"
"Bear Stearns","Spencer","Wang"
"Credit Suisse","Spencer","Wang"
"Hapoalim Securities USA, Inc.","James","Poyner"
"Nomura","David","Wang"
"Jefferies & Co.","Adam","Walsh"
"Credit Suisse","Michael","Walker"
"Credit Suisse First Boston","Michael","Walker"
"J.P. Morgan","Thomas","Wadewitz"
"JPMorgan","Thomas","Wadewitz"
"Robert W. Baird & Co., Inc.","William","Power"
"UBS","Vladimir","Postolovsky"
"A. G. Edwards & Sons, Inc.","Brian","Postol"
"Jesup & Lamont Securities Corporation","Brian","Postol"
"Longbow Research","Brian","Postol"
"Citigroup","John","Tysseland"
"BMO Capital Markets","Jay","Turner"
"BMO Capital Markets-Canada","Jay","Turner"
"Stifel Nicolaus & Company, Inc.","Todd","Weller"
"Thinkequity Llc","Edward","Weller"
"Thinkequity Partners","Edward","Weller"
"Janney Montgomery Scott LLC","Richard","Weiss"
"Oppenheimer & Co.","Linda Bolton","Weiser"
"Caris & Company","Linda","Weiser"
"Oppenheimer & Co.","Linda","Weiser"
"KGI Securities","Victor","Tseng"
"Cormark Securities Inc.","Richard","Tse"
"National Bank Financial","Richard","Tse"
"Montgomery & Co.","Jason","Tsai"
"Citigroup","Deborah","Weinswig"
"Pacific Crest Securities","Steve","Weinstein"
"J.P. Morgan","Michael","Weinstein"
"DnB Nor Markets","Bjorn Inge","Tonnessen"
"Macquarie Research Equities","Patrick","Tomalin"
"Orion Securities Inc.","Patrick","Tomalin"
"ABN Amro","Nick","Thomas"
"Bear Stearns","Duncan","Thomas"
"Wells Fargo Securities, Llc","Michael","Webber"
"D. A. Davidson & Co.","Gary","Tenner"
"Suntrust Robinson Humphrey","Gary","Tenner"
"A. G. Edwards & Sons, Inc.","Greg","Teets"
"Broadpoint Capital","David","Webber"
"First Albany Corp.","David","Webber"
"Stephens Inc.","Nancy","Weaver"
"Brean Murray, Carret & Co.","Anthony","Polini"
"Raymond James","Anthony","Polini"
"Soleil - Soleil","Anthony","Polini"
"Blackmont Capital","Don","Poirier"
"Raymond James","William","Warmington"
"Barclays Capital","Peter","Ward"
"Jefferies & Co.","Peter","Ward"
"Soleil - Ward Transportation","Michael","Ward"
"Sterne, Agee & Leach","Michael","Ward"
"Ticonderoga Securities","Michael","Ward"
"Centreinvest Securities","Stephen","Spence"
"Stonegate Securities Inc.","Stephen","Spence"
"Citigroup","Elise","Wang"
"Bear Stearns","Carlos","Laboy"
"Credit Suisse","Carlos","Laboy"
"Deutsche Bank Securities","Rod","Lache"
"Citigroup","John","Walsh"
"Thomas Weisel Partners","Christa","Quarles"
"Ladenburg Thalmann & Co.","David","Walrod"
"JMP Securities","Patrick","Walravens"
"Dutton Associates","Sally","Wallick"
"JM Dutton & Associates LLC","Sally","Wallick"
"RBC Capital Markets","Stephen","Walker"
"Nomura","Matthew","Walker"
"Morgan, Keegan & Company, Inc.","Jan David","Wald"
"A. G. Edwards & Sons, Inc.","Jan","Wald"
"Stanford Group Company","Jan","Wald"
"Needham & Company","Anton","Wahlman"
"Thinkequity Partners","Anton","Wahlman"
"Thinkpanmure Llc","Anton","Wahlman"
"Miller Johnson Steichen Kinnard, Inc.","Sanjiv","Wadhwani"
"Stifel Nicolaus & Company, Inc.","Sanjiv","Wadhwani"
"Stifel Nicolaus & Company,Inc.","Sanjiv","Wadhwani"
"Raymond James","Gregory","Peters"
"Hapoalim Securities USA, Inc.","Mark","Schappel"
"Keybanc Capital Mkts/Mcdonald","Mark","Schappel"
"The Benchmark Company","Mark","Schappel"
"Stifel Nicolaus & Company, Inc.","Daniel","Perlin"
"Brean Murray, Carret & Co.","Michael","Perica"
"Cowen And Company","Cai","von Rumohr"
"Cowen And Company","Cai","Von Rumohr"
"Friedman, Billings, Ramsey & Co.","Christopher","Penny"
"Friedman, Billings, Ramsey & Co.","Howard","Penney"
"Prudential","Howard","Penney"
"J.P. Morgan","Stephen","Volkmann"
"Jefferies & Co.","Stephen","Volkmann"
"BAS-ML","Jay","Vleeschhouwer"
"Griffin Securities, Inc.","Jay","Vleeschhouwer"
"Merrill Lynch","Jay","Vleeschhouwer"
"Jefferies & Co.","Craig","Peckham"
"Wells Fargo Securities, Llc","Sam","Pearlstein"
"Global Crown Capital","John","Roy"
"Janney Montgomery Scott LLC","John","Roy"
"WR Hambrecht + Co","John","Roy"
"BMO Capital Markets","Michael","Vinciquerra"
"Raymond James","Michael","Vinciquerra"
"Credit Suisse","Andrew L","Rosivach"
"Orion Securities Inc.","Frederick","Larkin"
"Deutsche Bank Securities","Johan","Rode"
"Scotia Capital","Campbell","Parry"
"Octagon Capital  Corporation","Warren","Verbonac"
"Octagon Capital Corporation","Warren","Verbonac"
"Cantor Fitzgerald","Mark","Verbeck"
"Citigroup","Mark","Verbeck"
"Keybanc Capital Markets","Mark","Parr"
"Keybanc Capital Mkts","Mark","Parr"
"Keybanc Capital Mkts/Mcdonald","Mark","Parr"
"Maxim Group","Anthony","Vendetti"
"Foresight Research Solutions, LLC","Steven","Parla"
"Wellington West Cm","Greg","Reid"
"Merrill Lynch","David","Parker"
"Barrington Research","Alexander","Paris"
"Robert W. Baird & Co., Inc.","Christopher","Raymond"
"Keefe, Bruyette & Woods","Manuel","Ramirez"
"Keefe, Bruyette & Woods, Inc.","Manuel","Ramirez"
"Simmons & Company International","Thiru","Ramakrishnan"
"Howard Weil Inc.","Wesley","Ralston"
"Barclays Capital","Sergey","Vasnetsov"
"Scotia Capital","Greg","Pardy"
"RBC Capital Markets","Gregory","Pardy"
"Jefferies & Co.","Yvonne","Varano"
"Raymond James","Bradley","Vander Ploeg"
"National Bank Financial","Brian","Purdy"
"Suntrust Robinson Humphrey","Dennis","Van Zelfden"
"Canaccord Capital","Scott","Van Winkle"
"B. Riley & Company, Inc.","Jeff","Van Sinderen"
"Cowen And Company","Walter","Pritchard"
"Bridgewell Limited","Katrina","Preston"
"TD Newcrest","Michael Van","Aelst"
"TD Newcrest","Michael","Van Aelst"
"Fraser Mackenzie Ltd.","Vic","Vallance"
"Fraser Mackenzie Ltd.","Victor","Vallance"
"Needham & Company","Rich","Valera"
"Needham & Company","Richard","Valera"
"TD Newcrest","Vince","Valentini"
"Scotia Capital","Gus","Papageorgiou"
"Scotiabank GBM","Gus","Papageorgiou"
"Macquarie Research Equities","Pierre","Vaillancourt"
"Orion Securities Inc.","Pierre","Vaillancourt"
"Jefferies & Co.","Joseph","Vafi"
"Jefferies & Co.","Jospeh","Vafi"
"Raymond James","John","Pandtle"
"CIBC World Markets","Petro","Panarites"
"Prudential","Stacy","Pak"
"BNP Paribas","Chris","Zee"
"Stifel Nicolaus & Company, Inc.","Michael","Paisan"
"Deutsche Bank Securities","Gary","Pearson"
"Firstenergy Capital","Steven","Paget"
"FirstEnergy Capital","Steven","Paget"
"Wellington West Cm","Kim","Page"
"CJS Securities","Arnold","Ursaner"
"Calyon Securities (USA) Inc.","Mark","Urness"
"Signal Hill Group LLC","Trace","Urdan"
"UBS","Patrick","Pace"
"Collins Stewart Llc","Kim","Pacanovsky"
"Ferris, Baker Watts, Inc.","Kim","Pacanovsky"
"Keybanc Capital Mkts/Mcdonald","Kim","Pacanovsky"
"Mcnicoll, Lewis, & Vlak","Kim","Pacanovsky"
"Robert W. Baird & Co., Inc.","Ghansham","Panjabi"
"Wachovia Capital Markets, Llc","Ghansham","Panjabi"
"Wachovia Securities","Ghansham","Panjabi"
"Morgan, Keegan & Company, Inc.","Napoleon","Overton"
"First Berlin Ag","Christian","Orquera"
"Carnegie Investment Bank Ab","John A Schj","Olaisen"
"ABG Sundal Collier","John","Olaisen"
"Deutsche Bank Securities","Stephen","O'Rourke"
"Deutsche Bank Securities","Steve","O'Rourke"
"Fortis Bank","Geraldine","O Keeffe"
"Fortis Securities LLC","Geraldine","O Keeffe"
"Fortis Bank","Geraldine","O'Keeffe"
"Sprott Securities Ltd.","Brandon","Osten"
"Merrill Lynch","Joseph","Osha"
"Banc Of America Securities","Amy","Noblin"
"Pali Research","Amy","Noblin"
"Nutmeg Securities","Jean","Orr"
"First Analysis Corp.","Jeff","Nevins"
"Credit Suisse","Moshe","Orenbuch"
"Credit Suisse First Boston","Moshe","Orenbuch"
"Jesup & Lamont Securities Corporation","Richard","Nelson"
"Moors & Cabot Capital Markets","Ronald","Opel"
"Davenport & Company Llc","Jeff","Omohundro"
"Wachovia Capital Markets, Llc","Jeffrey","Omohundro"
"Wachovia Securities","Jeffrey","Omohundro"
"Wells Fargo Securities, Llc","Jeffrey","Omohundro"
"Cowen And Company","Philip","Nadeau"
"Sg Cowen & Co.","Philip","Nadeau"
"BMO Capital Markets","Randy","Ollenberger"
"BMO Nesbitt Burns","Randy","Ollenberger"
"TD Newcrest","Brian","Morrison"
"Thomas Weisel Partners","Kevin","Monroe"
"HSBC","Sean","Monaghan"
"Banc Of America Securities","Robert","Ohmes"
"BAS-ML","Robert","Ohmes"
"BofA Merrill Lynch","Robert","Ohmes"
"Leerink Swann","Andrew","Oh"
"Morgan Stanley","Angela","Moh"
"Offutt Securities Inc.","Bentley","Offutt"
"Offutt Securities Inc.","R Bentley","Offutt"
"Leerink Swann Llc","Steve","Yoo"
"Piper Jaffray","Peter","Oakes"
"Kaufman Bros.","Theodore","O'Neill"
"Nollenberger Capital Partners","Theodore","O'Neill"
"Wunderlich Securities, Inc.","Theodore","O'Neill"
"National Bank Financial","Andre","Uddin"
"Hilliard Lyons","Stephen","O'Neil"
"Argus Research Company","Kevin","Tynan"
"Argus Research Corp.","Kevin","Tynan"
"Canaccord Genuity","David","Tyerman"
"Scotia Capital","David","Tyerman"
"William Blair & Company, L.L.C.","Franco","Turrinelli"
"Susquehanna Financial Group","David","Turkaly"
"Prudential","Michael","Turits"
"Raymond James","Michael","Turits"
"J.P. Morgan","Brian","Tunick"
"JPMorgan","Brian","Tunick"
"Prudential","John","Tumazos"
"Pacific International Securities","Philip","Tulk"
"Pi Financial Corp.","Philip","Tulk"
"RBS","Philip","Tulk"
"Deutsche Bank Securities","Eugene","Yeoh"
"Davenport & Co. Of Virginia, Inc.","Lloyd","O'Carroll"
"Davenport & Company Llc","Lloyd","O'Carroll"
"Citigroup","Paul","Mansky"
"Bear Stearns","Michael","O'Brien"
"Auriga USA","Eugene","Mannheimer"
"Caris & Company","Eugene","Mannheimer"
"Banc Of America Securities","Shelby","Tucker"
"RBC Capital Markets","Shelby","Tucker"
"Susquehanna Financial Group","Quinten","Nufer"
"UBS","Dimi","Ntantoulis"
"Gmp Securities Ltd.","Dan","Tsubouchi"
"Merrill Lynch","Lorraine","Maikis"
"LBBW","Mirko","Maier"
"LBBW","Stefan","Maichl"
"Banc Of America Securities","Glenn","Novarro"
"RBC Capital Markets","Glenn","Novarro"
"Desjardins Securities","Joseph","Mackay"
"Banc Of America Securities","Donald","Macdougall"
"Jefferies & Co.","Donald","Trott"
"Fox-Pitt Kelton","David","Trone"
"JMP Securities","David","Trone"
"Canaccord Adams","Patrick","Yau"
"Peel Hunt","Patrick","Yau"
"CIBC World Markets","John","Novak"
"Goldman Sachs","Anthony","Noto"
"Davenport & Co. Of Virginia, Inc.","Bennett","Notman"
"Davenport & Company Llc","Bennett","Notman"
"Wisco Research Llc","Bennett","Notman"
"C.K. Cooper & Company","Ken","Trbovich"
"RBC Capital Markets","Ken","Trbovich"
"Investec","Julian","Yates"
"Hilliard Lyons","James","Lykins"
"Davenport & Co. Of Virginia, Inc.","Robert","Norfleet"
"Deutsche Bank Securities","Alex","Yao"
"Deutsche Bank Securities","Shannon","Nome"
"J.P. Morgan","Shannon","Nome"
"Dutton Associates","Joe","Noel"
"Pacific Growth Equities","Joe","Noel"
"Taglich Brothers Inc.","Juan","Noble"
"William Blair & Company, L.L.C.","David","Long"
"JSA Research Inc.","Paul","Nisbet"
"Sterne, Agee & Leach","Robert","Trace"
"Friedman, Billings, Ramsey & Co.","Gary","Townsend"
"Feltl & Company","Dennis","Nielsen"
"Pi Financial Corp.","Alistair","Toward"
"Thomas Weisel Partners Canada","Alistair","Toward"
"Westwind Partners Inc","Alistair","Toward"
"Argus Research Company","David","Toung"
"Argus Research Corp.","David","Toung"
"Citi","Wendy","Nicholson"
"Citigroup","Wendy","Nicholson"
"Soleil - Torma Research","Anna","Torma"
"Blackmont Capital","George","Topping"
"Sprott Securities Ltd.","George","Topping"
"Stifel Nicolaus & Company,Inc.","George","Topping"
"E.K. Riley Advisors","Robert","Toomey"
"E.K.Riley Investments, Llc","Robert","Toomey"
"Wachovia Capital Markets, Llc","Michael","Tong"
"Wachovia Securities","Michael","Tong"
"Wells Fargo Securities, Llc","Michael","Tong"
"A. G. Edwards & Sons, Inc.","Paul","Newsome"
"Sandler O'Neill & Partners L.P.","Paul","Newsome"
"Evercore Partners","David","Togut"
"Friedman, Billings, Ramsey & Co.","Bradley","Ness"
"Piper Jaffray","Timothy","Nelson"
"Stephens Inc.","Rick","Nelson"
"Macquarie Research Equities","John","Nelson"
"Ragen Mackenzie, A Divsn Of Wells Fargo","Daniel","Nelson"
"Natexis Bleichroeder","Alex","To"
"Natixis Bleichroeder","Alex","To"
"Maxim Group","Ray","Neidl"
"Calyon Securities (USA) Inc.","Raymond","Neidl"
"Robert W. Baird & Co., Inc.","Lawrence","Neibor"
"Bear Stearns","Andrew","Neff"
"RBC Capital Markets","Irene","Nattel"
"Nomura","Michael","Nathanson"
"Piper Jaffray","Robert","Napoli"
"William Blair & Company, L.L.C.","Robert","Napoli"
"RBC Capital Markets","Phillip","Nalbone"
"ISI Group","Edward","Najarian"
"Merrill Lynch","Edward","Najarian"
"Jesup & Lamont Securities Corporation","Barbara","Wyckoff"
"J.P. Morgan","Joseph","Nadol"
"JPMorgan","Joseph","Nadol"
"Thinkequity Partners","John","Tinker"
"National Bank Financial","Gareth","Tingling"
"Monness, Crespi, Hardt & Co., Inc.","Gary","Nackenson"
"BMO Capital Markets","Joanne","Wuensch"
"BMO Capital Markets-US","Joanne","Wuensch"
"Harris Nesbitt","Joanne","Wuensch"
"C.L. King & Associates, Inc.","Kevin","Timmons"
"Gmp Securities Ltd.","Justin","Wu"
"GMP Securities Ltd.","Justin","Wu"
"CIBC World Markets","Thatcher","Thompson"
"Hilliard Lyons","Jeffrey","Thomison"
"BOCI Research Limited","Lawrence","Lau"
"Jefferies & Co.","John","Lau"
"Citi","Eddie","Lau"
"Citigroup","Eddie","Lau"
"Soleil-Excalibur Research Grp","Michael","Latronica"
"Pareto/Nordic Partners","Henning","Lassen"
"Suntrust Robinson Humphrey","Robin","Murchison"
"Arden Partners Limited","David","Larkam"
"Bear Stearns","Jeffrey","Langbaum"
"WJB Capital Group, Inc.","Jeffrey","Langbaum"
"Citigroup","Brent","Thill"
"Prudential","Brent","Thill"
"Dutton Associates","Gerald","Lakarnafeaux"
"National Bank Financial","Stephen","Laciak"
"Tristone Capital Inc","Christopher","Theal"
