FirmName, Analyst F Name, Analyst L Name
"Scotia Capital","Christine","Healy"
"Scotia Capital","Ben","Isaacson"
"Scotia Capital","Sam","Kanes"
"Scotia Capital","Benoit","Laprade"
"Scotia Capital","William","Lee"
"Scotia Capital","David","Noseworthy"
"Scotia Capital","Gus","Papageorgiou"
"Scotia Capital","Mark","Polak"
"Scotia Capital","Turan","Quettawala"
"Scotia Capital","Mario","Saric"
"Scotia Capital","Joanne","Smith"
"Scotia Capital","Paul","Steep"
"Scotia Capital","Trevor","Turnbull"
"Scotia Capital","Gavin","Wylie"
"Scotia Capital","Anthony","Zicha"
"Wellington West CM","Greg","Colman"
"Wellington West CM","Paolo","Lostritto"
"Wellington West CM","Kim","Page"
"Wellington West CM","Steve","Parsons"
"Wellington West CM","Sean","Peasgood"
"Wellington West CM","Gas","Oil"
"Desjardins Securities","Brian","Christie"
"Desjardins Securities","Michael","Goldberg"
"Desjardins Securities","Pooya","Hemami"
"Desjardins Securities","Keith","Howlett"
"Desjardins Securities","John","Hughes"
"Desjardins Securities","Pierre","Lacroix"
"Desjardins Securities","John","Redstone"
"Desjardins Securities","Maher","Yaghi"
"Beacon Securities","Michael","Mills"
"Haywood Securities","Alan","Knowles"
"Haywood Securities","Geordie","Mark"
"Haywood Securities","Geoff","Ready"
"Haywood Securities","Kerry","Smith"
"Haywood Securities","Chris","Thompson"
"Monness, Crespi, Hardt & Co., Inc.","Jim","Chartier"
"Monness, Crespi, Hardt & Co., Inc.","Nick","Pantazis"
"Monness, Crespi, Hardt & Co., Inc.","Christopher","Shaw"
"Needham & Company","N","Bolton"
"Needham & Company","Alan","Carr"
"Needham & Company","Dalton","Chandler"
"Needham & Company","Christine","Chen"
"Needham & Company","Vernon","Essi"
"Needham & Company","Rajvindra","Gill"
"Needham & Company","Sean","Hannan"
"Needham & Company","Glenn","Hanus"
"Needham & Company","Michael","Huang"
"Needham & Company","Richard","Kugele"
"Needham & Company","Michael","Lew"
"Needham & Company","Jonathan","Maietta"
"Needham & Company","Laura","Martin"
"Needham & Company","Mark","May"
"Needham & Company","Sean","McGowan"
"Needham & Company","Y","Mok"
"Needham & Company","Mark","Monane"
"Needham & Company","James","Ricchiuti"
"Needham & Company","Richard","Valera"
"Needham & Company","Elliot","Wilbur"
"Needham & Company","Charlie","Wolf"
"Needham & Company","Scott","Zeller"
"Octagon Capital Corporation","Bob","Gibson"
"Offutt Securities Inc.","R","Offutt"
"Wedbush Securities Inc.","Suhail","Chandy"
"Wedbush Securities Inc.","Betty","Chen"
"Wedbush Securities Inc.","Rohit","Chopra"
"Wedbush Securities Inc.","Rommel","Dionisio"
"Wedbush Securities Inc.","James","Dix"
"Wedbush Securities Inc.","Kurt","Frederick"
"Wedbush Securities Inc.","Kenneth","Herbert"
"Wedbush Securities Inc.","Christine","Hersey"
"Wedbush Securities Inc.","Craig","Irwin"
"Wedbush Securities Inc.","Sarah","James"
"Wedbush Securities Inc.","Al","Kaschalk"
"Wedbush Securities Inc.","Zarak","Khurshid"
"Wedbush Securities Inc.","Richard","Lau"
"Wedbush Securities Inc.","Gil","Luria"
"Wedbush Securities Inc.","Camilo","Lyon"
"Wedbush Securities Inc.","Liana","Moussatos"
"Wedbush Securities Inc.","Phillip","Nalbone"
"Wedbush Securities Inc.","Duane","Nash"
"Wedbush Securities Inc.","Michael","Nemeroff"
"Wedbush Securities Inc.","Michael","Pachter"
"Wedbush Securities Inc.","Kerry","Rice"
"Wedbush Securities Inc.","David","Rose"
"Wedbush Securities Inc.","Nick","Setyan"
"Wedbush Securities Inc.","Sanjit","Singh"
"Wedbush Securities Inc.","Joan","Storms"
"Wedbush Securities Inc.","Scott","Sutherland"
"Wedbush Securities Inc.","Betsy","Van Hees"
"Wedbush Securities Inc.","Gregory","Wade"
"Wedbush Securities Inc.","Edward","Woo"
"Pacific Crest Securities","Brendan","Barnicle"
"Pacific Crest Securities","Chad","Bartley"
"Pacific Crest Securities","Brent","Bracelin"
"Pacific Crest Securities","Steve","Clement"
"Pacific Crest Securities","Nabil","Elsheshai"
"Pacific Crest Securities","James","Faucette"
"Pacific Crest Securities","Andy","Hargreaves"
"Pacific Crest Securities","Nathan","Johnsen"
"Pacific Crest Securities","Michael","Mcconnell"
"Pacific Crest Securities","Erik","Olbeter"
"Pacific Crest Securities","Rob","Owens"
"Pacific Crest Securities","Ruben","Roy"
"Pacific Crest Securities","Ben","Schuman"
"Pacific Crest Securities","Weston","Twigg"
"Pacific Crest Securities","Kevin","Vassily"
"Pacific Crest Securities","Steve","Weinstein"
"Pacific Crest Securities","Evan","Wilson"
"Pacific Crest Securities","Li-Wen","Zhang"
"Pareto Securities AS","Samir","Bendriss"
"Pareto Securities AS","Eirik","Dahle"
"Pareto Securities AS","Kristian","Diesen"
"Pareto Securities AS","Wilhelm","Gedde-Dahl"
"Pareto Securities AS","Frank","Harestad"
"Pareto Securities AS","Martin","Korsvold"
"Pareto Securities AS","Steffen","Rodsjo"
"Pareto Securities AS","Andreas","Stubsrud"
"Deutsche Bank Securities","Rizwan","Ali"
"Deutsche Bank Securities","Nandan","Amladi"
"Deutsche Bank Securities","Andrew","Anagnostellis"
"Deutsche Bank Securities","Darin","Arita"
"Deutsche Bank Securities","Jonathan","Arnold"
"Deutsche Bank Securities","Mike","Baker"
"Deutsche Bank Securities","David","Begleiter"
"Deutsche Bank Securities","Jorge","Beristain"
"Deutsche Bank Securities","Mark","Braley"
"Deutsche Bank Securities","Michael","Carrier"
"Deutsche Bank Securities","Simon","Champion"
"Deutsche Bank Securities","Vin","Chao"
"Deutsche Bank Securities","Eric","Cheng"
"Deutsche Bank Securities","Michael","Cherny"
"Deutsche Bank Securities","Matt","Chesler"
"Deutsche Bank Securities","Nigel","Coe"
"Deutsche Bank Securities","Adrienne","Colby"
"Deutsche Bank Securities","Francesca","Di Pasquantonio"
"Deutsche Bank Securities","Lauren","Duke"
"Deutsche Bank Securities","Tom","Ernst"
"Deutsche Bank Securities","Brett","Feldman"
"Deutsche Bank Securities","Jonathan","Fell"
"Deutsche Bank Securities","Scott","Fidel"
"Deutsche Bank Securities","Tim","Fox"
"Deutsche Bank Securities","Dan","Galves"
"Deutsche Bank Securities","Paul","Ginocchio"
"Deutsche Bank Securities","Jonathan","Goldberg"
"Deutsche Bank Securities","Julia","Gordeyeva"
"Deutsche Bank Securities","Robert","Grindle"
"Deutsche Bank Securities","Bob","Gujavarty"
"Deutsche Bank Securities","Alan","Hellawell"
"Deutsche Bank Securities","Shane","Higgins"
"Deutsche Bank Securities","Jack","Hu"
"Deutsche Bank Securities","David","Hurd"
"Deutsche Bank Securities","Rebecca","Jiang"
"Deutsche Bank Securities","Patrick","Johnston"
"Deutsche Bank Securities","James","Kan"
"Deutsche Bank Securities","Tatiana","Kapustina"
"Deutsche Bank Securities","Robyn","Karnauskas"
"Deutsche Bank Securities","Eric","Katzman"
"Deutsche Bank Securities","Andrew","Kieley"
"Deutsche Bank Securities","Yaron","Kinar"
"Deutsche Bank Securities","Rod","Lache"
"Deutsche Bank Securities","Stephen","Laws"
"Deutsche Bank Securities","Darren","Lehrich"
"Deutsche Bank Securities","Michael","Linenberg"
"Deutsche Bank Securities","David","Low"
"Deutsche Bank Securities","Christopher","Mammone"
"Deutsche Bank Securities","David","Martin"
"Deutsche Bank Securities","Christina","Mcglone"
"Peel Hunt","Sarah","Lewandowski"
"Peel Hunt","Patrick","Yau"
"Griffin Securities, Inc.","Morris","Ajzenman"
"Griffin Securities, Inc.","Chrystyna","Bedrij"
"Griffin Securities, Inc.","Keith","Markey"
"Deutsche Bank Securities","Amit","Mehrotra"
"Deutsche Bank Securities","Douglas","Mitchelson"
"Deutsche Bank Securities","Brian","Modoff"
"Deutsche Bank Securities","Ross","Muken"
"Deutsche Bank Securities","Patrick","Nolan"
"Deutsche Bank Securities","Shannon","Nome"
"Deutsche Bank Securities","Matt","O'Connor"
"Deutsche Bank Securities","Jeetil","Patel"
"Deutsche Bank Securities","John","Perry"
"Deutsche Bank Securities","Robert","Placet"
"Deutsche Bank Securities","Todd","Raker"
"Deutsche Bank Securities","Barbara","Ryan"
"Deutsche Bank Securities","Paul","Sankey"
"Deutsche Bank Securities","Bill","Schmitz"
"Deutsche Bank Securities","Uwe","Schupp"
"Deutsche Bank Securities","Sherri","Scribner"
"Deutsche Bank Securities","Ross","Seymore"
"Deutsche Bank Securities","Joshua","Shanker"
"Deutsche Bank Securities","Adam","Sindler"
"Deutsche Bank Securities","Nishu","Sood"
"Deutsche Bank Securities","Levi","Spry"
"Deutsche Bank Securities","David","Steinberg"
"Deutsche Bank Securities","Kristen","Stewart"
"Deutsche Bank Securities","Karen","Tang"
"Deutsche Bank Securities","Mike","Urban"
"Deutsche Bank Securities","Lukasz","Wachelko"
"Deutsche Bank Securities","Myles","Walton"
"Deutsche Bank Securities","David","Weiner"
"Deutsche Bank Securities","Jason","West"
"Deutsche Bank Securities","Rod","Whitehead"
"Deutsche Bank Securities","Chris","Whitmore"
"Deutsche Bank Securities","Mark","Wilde"
"Deutsche Bank Securities","Chris","Woronka"
"Deutsche Bank Securities","Justin","Yagerman"
"Deutsche Bank Securities","Eugene","Yeoh"
"Petercam","Thijs","Berkelder"
"Peters & Co. Limited","Todd","Garman"
"Peters & Co. Limited","Dan","Grager"
"Peters & Co. Limited","Jeff","Martin"
"Peters & Co. Limited","Kam","Sandhar"
"Peters & Co. Limited","Adam","Twa"
"Piper Jaffray","David","Amsellem"
"Piper Jaffray","Peter","Appert"
"Piper Jaffray","Mark","Arnold"
"Piper Jaffray","Jonathan","Berg"
"Piper Jaffray","Matthew","Brooklier"
"Piper Jaffray","Anson","Chan"
"Piper Jaffray","David","Clair"
"Piper Jaffray","Michael","Cox"
"Piper Jaffray","Anthony","Gikas"
"Piper Jaffray","Michael","Grasher"
"Piper Jaffray","Thomas","Gunderson"
"Piper Jaffray","Thomas","Hayes"
"Piper Jaffray","Troy","Jensen"
"Piper Jaffray","Jeffrey","Klinefelter"
"Piper Jaffray","Christopher","Larsen"
"Piper Jaffray","Timothy","Lee"
"Piper Jaffray","Hongbo","Lu"
"Piper Jaffray","Mark","Marostica"
"Piper Jaffray","James","Marsh"
"Piper Jaffray","Matt","Miksic"
"Piper Jaffray","Gene","Munster"
"Piper Jaffray","Mark","Murphy"
"Piper Jaffray","Robert","Napoli"
"Piper Jaffray","Michael","Olson"
"Piper Jaffray","Alexander","Potter"
"Piper Jaffray","William","Quirk"
"Piper Jaffray","Nicole","Regan"
"Piper Jaffray","Auguste","Richard"
"Piper Jaffray","M","Somaiya"
"Piper Jaffray","Neely","Tamminga"
"Piper Jaffray","Edward","Tenthoff"
"Piper Jaffray","Sean","Wieland"
"Piper Jaffray","Phoebe","Wong"
"Piper Jaffray","Ahmar","Zaman"
"Piper Jaffray","Mark","Zgutowicz"
"Rabobank Equity Research","Michel","Aupers"
"Rabobank Equity Research","Frank","Claassen"
"Mackie Research Capital","Barry","Allan"
"Mackie Research Capital","Robert","Cavallo"
"Mackie Research Capital","John","Chu"
"Mackie Research Capital","Matt","Gowing"
"Mackie Research Capital","Bill","Newman"
"Mackie Research Capital","Don","Rawson"
"Suntrust Robinson Humphrey","Ali","Agha"
"Suntrust Robinson Humphrey","Jonathan","Block"
"Suntrust Robinson Humphrey","Alexander","Brand"
"Suntrust Robinson Humphrey","Wendy","Caplan"
"Suntrust Robinson Humphrey","William","Chappell"
"Suntrust Robinson Humphrey","Jennifer","Demba"
"Suntrust Robinson Humphrey","Robert","Dezego"
"Suntrust Robinson Humphrey","Neal","Dingmann"
"Suntrust Robinson Humphrey","Mac","Hodgson"
"Suntrust Robinson Humphrey","Keith","Hughes"
"Suntrust Robinson Humphrey","Mark","Hughes"
"Suntrust Robinson Humphrey","Andrew","Jeffrey"
"Suntrust Robinson Humphrey","David","Macdonald"
"Suntrust Robinson Humphrey","David","Magee"
"Suntrust Robinson Humphrey","Robin","Murchison"
"Suntrust Robinson Humphrey","Christopher","O'Cull"
"Suntrust Robinson Humphrey","Frank","Pinkerton"
"Suntrust Robinson Humphrey","Rodney","Ratliff"
"Suntrust Robinson Humphrey","Peter","Skibitski"
"Suntrust Robinson Humphrey","Tobey","Sommer"
"Suntrust Robinson Humphrey","John","Stilmar"
"Suntrust Robinson Humphrey","Jason","Wangler"
"Salman Partners Inc.","Jaret","Anderson"
"Salman Partners Inc.","Graeme","Currie"
"Salman Partners Inc.","Raymond","Goldie"
"Salman Partners Inc.","Naser","Iqbal"
"Salman Partners Inc.","Jayson","Moss"
"Salman Partners Inc.","Mike","Plaster"
"Salman Partners Inc.","Mike","Richmond"
"Salman Partners Inc.","David","West"
"Sandler O'Neill & Partners L.P.","Daniel","Arnold"
"Sandler O'Neill & Partners L.P.","Avi","Barak"
"Sandler O'Neill & Partners L.P.","Will","Curtiss"
"Sandler O'Neill & Partners L.P.","Aaron","Deer"
"Sandler O'Neill & Partners L.P.","Christopher","Donat"
"Sandler O'Neill & Partners L.P.","Joseph","Fenech"
"Sandler O'Neill & Partners L.P.","Mark","Fitzgibbon"
"Sandler O'Neill & Partners L.P.","Kevin","Fitzsimmons"
"Sandler O'Neill & Partners L.P.","Alexander","Goldfarb"
"Sandler O'Neill & Partners L.P.","Jeffery","Harte"
"Sandler O'Neill & Partners L.P.","Michael","Kim"
"Sandler O'Neill & Partners L.P.","Andrew","Liesch"
"Sandler O'Neill & Partners L.P.","James","Milam"
"Sandler O'Neill & Partners L.P.","Brad","Milsaps"
"Sandler O'Neill & Partners L.P.","Paul","Newsome"
"Sandler O'Neill & Partners L.P.","Tim","O'Brien"
"Sandler O'Neill & Partners L.P.","Casey","Orr"
"Sandler O'Neill & Partners L.P.","Richard","Repetto"
"Sandler O'Neill & Partners L.P.","Devin","Ryan"
"Sandler O'Neill & Partners L.P.","Michael","Sarcone"
"Sandler O'Neill & Partners L.P.","Frank","Schiraldi"
"Sandler O'Neill & Partners L.P.","Edward","Shields"
"Sandler O'Neill & Partners L.P.","R","Siefers"
"Sandler O'Neill & Partners L.P.","Michael","Taiano"
"Sandler O'Neill & Partners L.P.","Alexander","Twerdahl"
"Santander","Christian","Audi"
"Capital One Southcoast, Inc.","Marshall","Carver"
"Capital One Southcoast, Inc.","Joseph","Gibney"
"Capital One Southcoast, Inc.","Luke","Lemoine"
"Capital One Southcoast, Inc.","Richard","Tullis"
"BB&T Capital Markets","Thomas","Albrecht"
"BB&T Capital Markets","Anthony","Chukumba"
"BB&T Capital Markets","Anthony","Cristello"
"BB&T Capital Markets","Neal","Deaton"
"BB&T Capital Markets","Jeremy","Devaney"
"BB&T Capital Markets","Eugene","Goldinberg"
"BB&T Capital Markets","Lewis","Holden"
"BB&T Capital Markets","Heather","Jones"
"BB&T Capital Markets","John","Kasprzak"
"BB&T Capital Markets","Scott","Krasik"
"BB&T Capital Markets","Mark","Levin"
"BB&T Capital Markets","Kevin","Maczka"
"BB&T Capital Markets","Matthew","Mccall"
"BB&T Capital Markets","John","Mims"
"BB&T Capital Markets","Frank","Mitsch"
"BB&T Capital Markets","Cary","Morris"
"BB&T Capital Markets","Garrett","Nelson"
"BB&T Capital Markets","Robert","Norfleet"
"BB&T Capital Markets","Vernon","Plack"
"BB&T Capital Markets","George","Price"
"BB&T Capital Markets","Kevin","Sterling"
"BB&T Capital Markets","Adam","Thalhimer"
"BB&T Capital Markets","C","Williams"
"BB&T Capital Markets","Andrew","Wolf"
"McAdams Wright Ragen","Dan","Geiman"
"McAdams Wright Ragen","Sara","Hasan"
"McAdams Wright Ragen","Paul","Latta"
"McAdams Wright Ragen","Sid","Parakh"
"McAdams Wright Ragen","Mike","Roarke"
"McAdams Wright Ragen","Jennifer","Sireklove"
"Simmons & Company International","Burt","Chao"
"Simmons & Company International","John","Daniel"
"Simmons & Company International","Jeff","Dietert"
"Simmons & Company International","Brian","Gamble"
"Simmons & Company International","Pearce","Hammond"
"Simmons & Company International","William","Herbert"
"Simmons & Company International","David","Kistler"
"Simmons & Company International","Ian","Macpherson"
"Soleil Securities Corp.","Harry","Fong"
"Soleil Securities Corp.","Manoj","Garg"
"Soleil Securities Corp.","Mark","Gulley"
"Soleil Securities Corp.","Neil","Herman"
"Soleil Securities Corp.","James","Higgins"
"Soleil Securities Corp.","Jake","Hindelong"
"Soleil Securities Corp.","Junaid","Husain"
"Soleil Securities Corp.","Kit","Konolige"
"Soleil Securities Corp.","Eric","Larson"
"Soleil Securities Corp.","Paul","Leming"
"Soleil Securities Corp.","Maurice","May"
"Soleil Securities Corp.","Jeffrey","Stein"
"Soleil Securities Corp.","Michael","Ward"
"Morgan Joseph & Co Inc","Christopher","Bamman"
"Morgan Joseph & Co Inc","Jeffrey","Blaeser"
"Morgan Joseph & Co Inc","Michael","French"
"Morgan Joseph & Co Inc","Ilya","Grozovsky"
"Morgan Joseph & Co Inc","Bruce","Jackson"
"Morgan Joseph & Co Inc","Shiv","Kapoor"
"Morgan Joseph & Co Inc","David","Kestenbaum"
"Morgan Joseph & Co Inc","Department","Research"
"Morgan Joseph & Co Inc","Justin","Sebastiano"
"Morgan Joseph & Co Inc","Stephen","Share"
"Cormark Securities Inc.","David","Beddis"
"Cormark Securities Inc.","Jeff","Fenwick"
"Cormark Securities Inc.","Jonathan","Fleming"
"Cormark Securities Inc.","Richard","Gray"
"Cormark Securities Inc.","Cliff","Hale-Sanders"
"Cormark Securities Inc.","Todd","Kepler"
"Cormark Securities Inc.","Mike","Kozak"
"Cormark Securities Inc.","David","Mcfadgen"
"Cormark Securities Inc.","Darko","Mihelic"
"Cormark Securities Inc.","Jeff","Mochoruk"
"Cormark Securities Inc.","David","Newman"
"Cormark Securities Inc.","Matthew","O'Keefe"
"Cormark Securities Inc.","Justin","Reid"
"Cormark Securities Inc.","Richard","Tse"
"Cormark Securities Inc.","Macmurray","Whale"
"Stephens Inc.","Farha","Aslam"
"Stephens Inc.","David","Burtzlaff"
"Stephens Inc.","William","Butler"
"Stephens Inc.","Chris","Cooley"
"Stephens Inc.","Brad","Delco"
"Stephens Inc.","Andreas","Dirnagl"
"Stephens Inc.","Matt","Duncan"
"Stephens Inc.","Stephen","Ferranti"
"Stephens Inc.","Scott","Gleason"
"Stephens Inc.","Will","Green"
"Stephens Inc.","Trey","Grooms"
"Stephens Inc.","Eric","Hollowaty"
"Stephens Inc.","Brett","Huff"
"Stephens Inc.","Eric","Hugel"
"Stephens Inc.","Drew","Jones"
"Stephens Inc.","John","Keller"
"Stephens Inc.","Carter","Malloy"
"Stephens Inc.","Michael","Marino"
"Stephens Inc.","Barry","Mccarver"
"Stephens Inc.","Rick","Nelson"
"Stephens Inc.","Matt","Olney"
"Stephens Inc.","George","Pickral"
"Stephens Inc.","Tim","Quillin"
"Stephens Inc.","Stephen","Sanders"
"Stephens Inc.","Will","Slabaugh"
"Stephens Inc.","Neal","Waggoner"
"Stephens Inc.","Jack","Waldo"
"Stephens Inc.","Travis","Williams"
"Sterne, Agee & Leach","David","Bain"
"Sterne, Agee & Leach","Adam","Barkstrom"
"Sterne, Agee & Leach","Arvind","Bhatia"
"Sterne, Agee & Leach","Henry","Coffey"
"Sterne, Agee & Leach","Lynne","Collier"
"Sterne, Agee & Leach","Ben","Elias"
"Sterne, Agee & Leach","Dan","Farrell"
"Sterne, Agee & Leach","Peyton","Green"
"Sterne, Agee & Leach","Todd","Hagerman"
"Sterne, Agee & Leach","David","Havens"
"Sterne, Agee & Leach","Andrew","Huang"
"Sterne, Agee & Leach","Kenneth","James"
"Sterne, Agee & Leach","Jeff","Kauffman"
"Sterne, Agee & Leach","Matthew","Kelley"
"Sterne, Agee & Leach","Michael","Mcallister"
"Sterne, Agee & Leach","Jennifer","Milan"
"Sterne, Agee & Leach","John","Nadel"
"Sterne, Agee & Leach","Sam","Poser"
"Sterne, Agee & Leach","Brett","Rabatin"
"Sterne, Agee & Leach","Vijay","Rakesh"
"Sterne, Agee & Leach","Mike","Shafir"
"Sterne, Agee & Leach","Kenneth","Stumphauzer"
"Sterne, Agee & Leach","Edward","Timmons"
"Sterne, Agee & Leach","Salvatore","Vitale"
"Sterne, Agee & Leach","Jason","Weyeneth"
"Sterne, Agee & Leach","Margaret","Whitfield"
"Sterne, Agee & Leach","Shaw","Wu"
"Stifel Nicolaus & Company,Inc.","Blair","Abernethy"
"Stifel Nicolaus & Company,Inc.","Selman","Akyol"
"Stifel Nicolaus & Company,Inc.","Amir","Arif"
"Stifel Nicolaus & Company,Inc.","George","Askew"
"Stifel Nicolaus & Company,Inc.","Mark","Astrachan"
"Stifel Nicolaus & Company,Inc.","Joshua","Barber"
"Stifel Nicolaus & Company,Inc.","John","Baugh"
"Stifel Nicolaus & Company,Inc.","Jeffrey","Beach"
"Stifel Nicolaus & Company,Inc.","Dana","Benner"
"Stifel Nicolaus & Company,Inc.","David","Bishop"
"Stifel Nicolaus & Company,Inc.","Chris","Brendler"
"Stifel Nicolaus & Company,Inc.","P","Bundy"
"Stifel Nicolaus & Company,Inc.","Thomas","Carroll"
"Stifel Nicolaus & Company,Inc.","Kevin","Cassidy"
"Stifel Nicolaus & Company,Inc.","Charles","Chon"
"Stifel Nicolaus & Company,Inc.","Robert","Connors"
"Stifel Nicolaus & Company,Inc.","Robert","Craig"
"Stifel Nicolaus & Company,Inc.","Drew","Crum"
"Stifel Nicolaus & Company,Inc.","Anthony","Davis"
"Stifel Nicolaus & Company,Inc.","Noelle","Dilts"
"Stifel Nicolaus & Company,Inc.","Jerry","Doctrow"
"Stifel Nicolaus & Company,Inc.","Heather","Douglas"
"Stifel Nicolaus & Company,Inc.","David","Dudlyke"
"Stifel Nicolaus & Company,Inc.","Jim","Duffy"
"Stifel Nicolaus & Company,Inc.","Paul","Forward"
"Stifel Nicolaus & Company,Inc.","Stephen","Geyen"
"Stifel Nicolaus & Company,Inc.","Collyn","Gilbert"
"Stifel Nicolaus & Company,Inc.","David","Grossman"
"Stifel Nicolaus & Company,Inc.","Christopher","Growe"
"Stifel Nicolaus & Company,Inc.","John","Guinee"
"Stifel Nicolaus & Company,Inc.","Steven","Halper"
"Stifel Nicolaus & Company,Inc.","Jerry","Herman"
"Stifel Nicolaus & Company,Inc.","Patrick","Ho"
"Stifel Nicolaus & Company,Inc.","J","Hopson"
"Stifel Nicolaus & Company,Inc.","Horst","Hueniken"
"Stifel Nicolaus & Company,Inc.","Laurie","Hunsicker"
"Stifel Nicolaus & Company,Inc.","Nathan","Isbee"
"Stifel Nicolaus & Company,Inc.","Richard","Jaffe"
"Stifel Nicolaus & Company,Inc.","Christopher","King"
"Stifel Nicolaus & Company,Inc.","Justin","Kinney"
"Stifel Nicolaus & Company,Inc.","Tim","Klasell"
"Stifel Nicolaus & Company,Inc.","Thomas","Kouchoukos"
"Stifel Nicolaus & Company,Inc.","Troy","Lahr"
"Stifel Nicolaus & Company,Inc.","John","Larkin"
"Stifel Nicolaus & Company,Inc.","Stephen","Levenson"
"Stifel Nicolaus & Company,Inc.","William","Loomis"
"Stifel Nicolaus & Company,Inc.","Thomas","Martin"
"Stifel Nicolaus & Company,Inc.","Greg","Mason"
"Stifel Nicolaus & Company,Inc.","Paul","Massoud"
"Stifel Nicolaus & Company,Inc.","Benjamin","Mogil"
"Stifel Nicolaus & Company,Inc.","Kurt","Molnar"
"Stifel Nicolaus & Company,Inc.","Christopher","Mutascio"
"Stifel Nicolaus & Company,Inc.","Jeff","Osborne"
"Stifel Nicolaus & Company,Inc.","Ajit","Pai"
"Stifel Nicolaus & Company,Inc.","Michael","Paisan"
"Stifel Nicolaus & Company,Inc.","Rod","Petrik"
"Stifel Nicolaus & Company,Inc.","Aaron","Rakers"
"Stifel Nicolaus & Company,Inc.","Alexander","Reiss"
"Stifel Nicolaus & Company,Inc.","Tom","Roderick"
"Stifel Nicolaus & Company,Inc.","Jordan","Rohan"
"Stifel Nicolaus & Company,Inc.","Shlomo","Rosenbaum"
"Stifel Nicolaus & Company,Inc.","David","Ross"
"Stifel Nicolaus & Company,Inc.","Annabel","Samimy"
"Stifel Nicolaus & Company,Inc.","David","Schick"
"Stifel Nicolaus & Company,Inc.","Michael","Scialla"
"Stifel Nicolaus & Company,Inc.","Matthew","Sheerin"
"Stifel Nicolaus & Company,Inc.","Maged","Shenouda"
"Stifel Nicolaus & Company,Inc.","Meyer","Shields"
"Stifel Nicolaus & Company,Inc.","Tore","Svanberg"
"Stifel Nicolaus & Company,Inc.","Mark","Swartzberg"
"Stifel Nicolaus & Company,Inc.","George","Topping"
"Stifel Nicolaus & Company,Inc.","R","Vayda"
"Stifel Nicolaus & Company,Inc.","Sanjiv","Wadhwani"
"Stifel Nicolaus & Company,Inc.","Troy","Ward"
"Stifel Nicolaus & Company,Inc.","Dilip","Warrier"
"Stifel Nicolaus & Company,Inc.","Todd","Weller"
"Stifel Nicolaus & Company,Inc.","Steve","West"
"Stifel Nicolaus & Company,Inc.","Michael","Widner"
"Stifel Nicolaus & Company,Inc.","Steven","Wieczynski"
"Stifel Nicolaus & Company,Inc.","Stephen","Willey"
"Stifel Nicolaus & Company,Inc.","Josh","Wolfson"
"Stifel Nicolaus & Company,Inc.","Brian","Zabora"
"Stifel Nicolaus & Company,Inc.","Michael","Zuk"
"Stonegate Securities Inc.","Marco","Rodriguez"
"Yuanta  Research","George","Chang"
"Yuanta  Research","Larry","Cho"
"Yuanta  Research","Kim-Chong","Tan"
"Yuanta  Research","Charles","Yan"
"I.B.I","Natali","Gotlieb"
"Dougherty & Company LLC","Charlie","Anderson"
"Dougherty & Company LLC","Deepak","Chaulagai"
"Dougherty & Company LLC","Steve","Frankel"
"Dougherty & Company LLC","Charles","Haff"
"Dougherty & Company LLC","Andrea","James"
"Dougherty & Company LLC","Mark","Kelleher"
"Dougherty & Company LLC","Peter","Mahon"
"Dougherty & Company LLC","Joe","Maxa"
"Dougherty & Company LLC","Gregory","Mckinley"
"Dougherty & Company LLC","Brooks","O'Neil"
"Dougherty & Company LLC","Richard","Ryan"
"Dougherty & Company LLC","Raghavan","Sarathy"
"Handelsbanken Capital Markets","Jan","Dworsky"
"Handelsbanken Capital Markets","Christian","Dyvik"
"Handelsbanken Capital Markets","Hampus","Engellau"
"Handelsbanken Capital Markets","Anders","Tegeback"
"Leerink Swann Llc","Danielle","Antalffy"
"Leerink Swann Llc","Seamus","Fernandez"
"Leerink Swann Llc","Jason","Gurda"
"Leerink Swann Llc","David","Larsen"
"Leerink Swann Llc","Dan","Leonard"
"Leerink Swann Llc","Howard","Liang"
"Leerink Swann Llc","Miroslava","Minkova"
"Leerink Swann Llc","Richard","Newitter"
"Leerink Swann Llc","Joshua","Schimmer"
"Leerink Swann Llc","Joseph","Schwartz"
"Leerink Swann Llc","John","Sullivan"
"Leerink Swann Llc","Rick","Wise"
"Leerink Swann Llc","Steve","Yoo"
"Swedbank Markets","Jari","Honko"
"Swedbank Markets","Sergej","Kazatchenko"
"Swedbank Markets","Sven","Skold"
"Goldsmith & Harris","Jay","Harris"
"Wealth Monitors","Tyson","Bauer"
"Taglich Brothers Inc.","Howard","Halpern"
"Taglich Brothers Inc.","John","Nobile"
"Taglich Brothers Inc.","Juan","Noble"
"Avondale Partners LLC","Jordan","Bret"
"Avondale Partners LLC","John","Bright"
"Avondale Partners LLC","Donald","Broughton"
"Avondale Partners LLC","Kevin","Campbell"
"Avondale Partners LLC","B","Dolliver"
"Avondale Partners LLC","Peter","Heckmann"
"Avondale Partners LLC","Sean","Jackson"
"Avondale Partners LLC","James","Janesky"
"Avondale Partners LLC","Blair","King"
"Avondale Partners LLC","Kristine","Kubacki"
"Avondale Partners LLC","Fred","Lowrance"
"Avondale Partners LLC","Daniel","Mannes"
"Avondale Partners LLC","Bob","Mcadoo"
"Avondale Partners LLC","Mark","Montagna"
